gid,dep_name,country,state,latitude,longitude,commodity,dep_type,type_detail,model_code,model_name,metallic,citation
655,Meigs - Attapulgus - Quincy district,United States,"Georgia, Florida",30.667,-84.417,"attapulgite (palygorskite, fuller's earth)",Sedimentary,,34e,Palygorskite,,Harben and Kuè?vart (1996); Hosterman and Patterson (1992)
656,Argenta,United States,Nevada,40.633,-116.733,barite,Sedimentary,Marine exhalative deposit -barite,31b,Bedded barite,,Orris (1985); Papke (1984)
657,Greystone,United States,Nevada,40.281,-116.901,barite,Sedimentary,Marine exhalative deposit -barite,31b,Bedded barite,,Orris (1985); Papke (1984)
658,Mountain Springs,United States,Nevada,40.315,-117.041,barite,Sedimentary,Marine exhalative deposit -barite,31b,Bedded barite,,Orris (1985); Papke (1984)
659,Rossi,United States,Nevada,40.599,-116.719,barite,Sedimentary,Marine exhalative deposit -barite,31b,Bedded barite,,Orris (1985); Industrial Minerals (1992)
660,Snoose Creek,United States,Nevada,41.502,-115.039,barite,Sedimentary,Marine exhalative deposit -barite,31b,Bedded barite,,Harben and Kuè?vart (1996)
661,Stormy Creek,United States,Nevada,41.523,-115.198,barite,Sedimentary,Marine exhalative deposit -barite,31b,Bedded barite,,Harben and Kuè?vart (1996)
662,Basalt,United States,Nevada,38.011,-118.219,diatomite,Sedimentary,Lacustrine biogenic deposit - diatomite,31s,Lacustrine diatomite,,Taylor (2004)
663,Burney,United States,California,41.033,-121.683,diatomite,Sedimentary,Lacustrine biogenic deposit - diatomite,31s,Lacustrine diatomite,,Taylor (2004)
664,Fernley,United States,Nevada,39.6,-119.25,diatomite,Sedimentary,Lacustrine biogenic deposit - diatomite,31s,Lacustrine diatomite,,Taylor (2004)
665,Lovelock,United States,Nevada,40.267,-118.797,diatomite,Sedimentary,Lacustrine biogenic deposit - diatomite,31s,Lacustrine diatomite,,Taylor (2004)
666,Vale,United States,Oregon,,,diatomite,Sedimentary,Lacustrine biogenic deposit - diatomite,31s,Lacustrine diatomite,,Taylor (2004)
667,Lompoc,United States,California,34.582,-120.345,diatomite,Sedimentary,Marine biogenic deposit - diatomite,na,no model,,Taylor (2004)
668,Black River Falls,United States,Wisconsin,44.293,-90.725,iron,Sedimentary,Banded iron formation,34a,Superior Fe,,Cannon and others (1997)
669,Gogebic Range - Eureka - Asteroid Mine,United States,Michigan,46.476,-89.984,iron,Sedimentary,Banded iron formation,34a,Superior Fe,,Cannon and others (1997)
670,Gogebic Range - Plymouth Mine,United States,Michigan,46.47,-89.957,iron,Sedimentary,Banded iron formation,34a,Superior Fe,,Cannon and others (1997)
671,Gogebic Range - Sunday Lake Group Mines,United States,Michigan,46.483,-89.92,iron,Sedimentary,Banded iron formation,34a,Superior Fe,,Cannon and others (1997)
672,Gogebic Range - Wakefield Mine,United States,Michigan,46.469,-89.951,iron,Sedimentary,Banded iron formation,34a,Superior Fe,,Cannon and others (1997)
673,Gogebic Range - West Gogebic Taconite Deposit,United States,Wisconsin,46.297,-90.653,iron,Sedimentary,Banded iron formation,34a,Superior Fe,,Cannon and others (1997)
674,Marquette Range - Empire Mine,United States,Michigan,46.461,-87.597,iron,Sedimentary,Banded iron formation,34a,Superior Fe,,Cannon and others (1997)
675,Marquette Range - Tilden Mine,United States,Michigan,46.447,-87.642,iron,Sedimentary,Banded iron formation,34a,Superior Fe,,Cannon and others (1997)
676,Menominee Range - Buck Mine,United States,Michigan,46.059,-88.618,iron,Sedimentary,Banded iron formation,34a,Superior Fe,,Cannon and others (1997)
677,Menominee Range - Cannon Mine,United States,Michigan,46.077,-88.615,iron,Sedimentary,Banded iron formation,34a,Superior Fe,,Cannon and others (1997)
678,Menominee Range - Groveland Mine,United States,Michigan,45.993,-87.981,iron,Sedimentary,Banded iron formation,34a,Superior Fe,,Cannon and others (1997)
679,Menominee Range - Hiawatha Mine #1,United States,Michigan,46.075,-88.645,iron,Sedimentary,Banded iron formation,34a,Superior Fe,,Cannon and others (1997)
680,Menominee Range - Homer Mine,United States,Michigan,46.116,-88.657,iron,Sedimentary,Banded iron formation,34a,Superior Fe,,Cannon and others (1997)
681,Menominee Range - Iron River - Sherwood Mine,United States,Michigan,46.112,-88.641,iron,Sedimentary,Banded iron formation,34a,Superior Fe,,Cannon and others (1997)
682,Menominee Range - Wauseca - Aronson Mine (Konwinski),United States,Michigan,46.111,-88.647,iron,Sedimentary,Banded iron formation,34a,Superior Fe,,Cannon and others (1997)
683,Mesabi Range - Gross - Nelson Mine,United States,Minnesota,47.478,-92.564,iron,Sedimentary,Banded iron formation,34a,Superior Fe,,Cannon and others (1997)
684,Mesabi Range - Hibbing Taconite,United States,Minnesota,47.46,-92.958,iron,Sedimentary,Banded iron formation,34a,Superior Fe,,Cannon and others (1997)
685,Mesabi Range - Mckinley Mine,United States,Minnesota,47.522,-92.4,iron,Sedimentary,Banded iron formation,34a,Superior Fe,,Cannon and others (1997)
686,Mesabi Range - Minntac Mine,United States,Minnesota,47.545,-92.654,iron,Sedimentary,Banded iron formation,34a,Superior Fe,,Cannon and others (1997)
687,Mesabi Range - Minorca Mine,United States,Minnesota,47.543,-92.519,iron,Sedimentary,Banded iron formation,34a,Superior Fe,,Cannon and others (1997)
688,Mesabi Range - National Steel Pellet Plant Mine,United States,Minnesota,47.423,-93.069,iron,Sedimentary,Banded iron formation,34a,Superior Fe,,Cannon and others (1997)
689,Mesabi Range - Peter Mitchell Mine,United States,Minnesota,47.666,-91.917,iron,Sedimentary,Banded iron formation,34a,Superior Fe,,Cannon and others (1997)
690,Mesabi Range - Plummer Mine,United States,Minnesota,47.321,-93.396,iron,Sedimentary,Banded iron formation,34a,Superior Fe,,Cannon and others (1997)
691,Mesabi Range - Rana Mine,United States,Minnesota,47.52,-92.744,iron,Sedimentary,Banded iron formation,34a,Superior Fe,,Cannon and others (1997)
692,Mesabi Range - Rouchleau Mine,United States,Minnesota,47.511,-92.523,iron,Sedimentary,Banded iron formation,34a,Superior Fe,,Cannon and others (1997)
693,Mesabi Range - Sherman Mine,United States,Minnesota,47.483,-92.831,iron,Sedimentary,Banded iron formation,34a,Superior Fe,,Cannon and others (1997)
694,Mesabi Range - Thunderbird Mine,United States,Minnesota,47.482,-92.548,iron,Sedimentary,Banded iron formation,34a,Superior Fe,,Cannon and others (1997)
695,Mesabi Range - Whitney Mine,United States,Minnesota,47.448,-92.91,iron,Sedimentary,Banded iron formation,34a,Superior Fe,,Cannon and others (1997)
696,Mesabi Range - Wyoming Mine,United States,Minnesota,47.531,-92.507,iron,Sedimentary,Banded iron formation,34a,Superior Fe,,Cannon and others (1997)
697,Atlantic coastal plain phosphate province,United States,Florida,27.888,-82.036,phosphate rock,Sedimentary,Marine biogenic-chemical sediment - phosphate rock,34d,"Phosphate, warm current type",,Van Kauwenbergh and others (1990)
698,"Atlantic coastal plain phosphate province, Blake Plateau/Charleston Bump",United States,South Carolina,31.5,-79,phosphate rock,Sedimentary,Marine biogenic-chemical sediment - phosphate rock,34d,"Phosphate, warm current type",,Riggs (1989)
699,"Atlantic coastal plain phosphate province, Charleston - Beaufort District",United States,South Carolina,32.75,-80,phosphate rock,Sedimentary,Marine biogenic-chemical sediment - phosphate rock,34d,"Phosphate, warm current type",,British Sulphur Corporation (1964)
700,"Atlantic coastal plain phosphate province, East Florida phosphate district",United States,Florida,27.8,-80.781,phosphate rock,Sedimentary,Marine biogenic-chemical sediment - phosphate rock,34d,"Phosphate, warm current type",,
701,"Atlantic coastal plain phosphate province, Gardinier Mine (Cargill Mine)",United States,Florida,27.667,-81.763,phosphate rock,Sedimentary,Marine biogenic-chemical sediment - phosphate rock,34d,"Phosphate, warm current type",,Van Kauwenbergh and others (1990)
702,"Atlantic coastal plain phosphate province, Hopewell",United States,Florida,27.925,-82.106,phosphate rock,Sedimentary,Marine biogenic-chemical sediment - phosphate rock,34d,"Phosphate, warm current type",,Orris and Chernoff (2002);    Chernoff and Orris (2002)
703,"Atlantic coastal plain phosphate province, Land Pebble district, Fort Green",United States,Florida,27.668,-82.007,phosphate rock,Sedimentary,Marine biogenic-chemical sediment - phosphate rock,34d,"Phosphate, warm current type",,Van Kauwenbergh and others (1990)
704,"Atlantic coastal plain phosphate province, Land Pebble district, Fort Meade Mine (Mobil)",United States,Florida,27.766,-81.807,phosphate rock,Sedimentary,Marine biogenic-chemical sediment - phosphate rock,34d,"Phosphate, warm current type",,Van Kauwenbergh and others (1990)
705,"Atlantic coastal plain phosphate province, Land Pebble district, Four Corners",United States,Florida,27.664,-82.091,phosphate rock,Sedimentary,Marine biogenic-chemical sediment - phosphate rock,34d,"Phosphate, warm current type",,Van Kauwenbergh and others (1990)
706,"Atlantic coastal plain phosphate province, Land Pebble district, Haynsworth Mine",United States,Florida,27.758,-82.014,phosphate rock,Sedimentary,Marine biogenic-chemical sediment - phosphate rock,34d,"Phosphate, warm current type",,Van Kauwenbergh and others (1990)
707,"Atlantic coastal plain phosphate province, Land Pebble district, Hookers Prairie",United States,Florida,27.781,-81.939,phosphate rock,Sedimentary,Marine biogenic-chemical sediment - phosphate rock,34d,"Phosphate, warm current type",,Van Kauwenbergh and others (1990)
708,"Atlantic coastal plain phosphate province, Land Pebble district, Payne Creek",United States,Florida,27.69,-81.941,phosphate rock,Sedimentary,Marine biogenic-chemical sediment - phosphate rock,34d,"Phosphate, warm current type",,Jasinski (1998)
709,"Atlantic coastal plain phosphate province, Land Pebble district, Rockland",United States,Florida,27.754,-81.867,phosphate rock,Sedimentary,Marine biogenic-chemical sediment - phosphate rock,34d,"Phosphate, warm current type",,Van Kauwenbergh and others (1990)
710,"Atlantic coastal plain phosphate province, Land Pebble district, Saddle Creek",United States,Florida,28.033,-81.834,phosphate rock,Sedimentary,Marine biogenic-chemical sediment - phosphate rock,34d,"Phosphate, warm current type",,Van Kauwenbergh and others (1990)
711,"Atlantic coastal plain phosphate province, Land Pebble district, Silver City",United States,Florida,27.8,-81.903,phosphate rock,Sedimentary,Marine biogenic-chemical sediment - phosphate rock,34d,"Phosphate, warm current type",,British Sulphur Corporation (1987)
712,"Atlantic coastal plain phosphate province, Land Pebble district, South Fort Meade",United States,Florida,27.667,-81.763,phosphate rock,Sedimentary,Marine biogenic-chemical sediment - phosphate rock,34d,"Phosphate, warm current type",,Griffiths (1995)
713,"Atlantic coastal plain phosphate province, Noranda",United States,Florida,,,phosphate rock,Sedimentary,Marine biogenic-chemical sediment - phosphate rock,34d,"Phosphate, warm current type",,Van Kauwenbergh and McClellan (1990)
714,"Atlantic coastal plain phosphate province, North Carolina district, Lee Creek Mine",United States,North Carolina,35.384,-76.794,phosphate rock,Sedimentary,Marine biogenic-chemical sediment - phosphate rock,34d,"Phosphate, warm current type",,Van Kauwenbergh and McClellan (1990)
715,"Atlantic coastal plain phosphate province, North Carolina district, North Carolina Phosphate Corp.",United States,North Carolina,35.333,-76.771,phosphate rock,Sedimentary,Marine biogenic-chemical sediment - phosphate rock,34d,"Phosphate, warm current type",,Riggs (1989)
716,"Atlantic coastal plain phosphate province, North Florida - South Georgia district, Swift Creek Mine",United States,Florida; Georgia,30.452,-82.857,phosphate rock,Sedimentary,Marine biogenic-chemical sediment - phosphate rock,34d,"Phosphate, warm current type",,Van Kauwenbergh and others (1990)
717,"Atlantic coastal plain phosphate province, Ona",United States,Florida,27.52,-81.98,phosphate rock,Sedimentary,Marine biogenic-chemical sediment - phosphate rock,34d,"Phosphate, warm current type",,Jasinski (2000)
718,"Atlantic coastal plain phosphate province, Onslow Embayment/Frying Pan Phosphate District",United States,North Carolina,33.75,-77.5,phosphate rock,Sedimentary,Marine biogenic-chemical sediment - phosphate rock,34d,"Phosphate, warm current type",,Riggs (1989)
719,"Atlantic coastal plain phosphate province, Onslow Embayment/Northeast Onslow Bay District",United States,North Carolina,34.5,-76.75,phosphate rock,Sedimentary,Marine biogenic-chemical sediment - phosphate rock,34d,"Phosphate, warm current type",,Riggs (1989)
720,"Atlantic coastal plain phosphate province, Pine Level",United States,Florida,27.25,-81.991,phosphate rock,Sedimentary,Marine biogenic-chemical sediment - phosphate rock,34d,"Phosphate, warm current type",,Jasinski (2000)
721,"Atlantic coastal plain phosphate province, Raine",United States,Florida,27.725,-81.811,phosphate rock,Sedimentary,Marine biogenic-chemical sediment - phosphate rock,34d,"Phosphate, warm current type",,Van Kauwenbergh and others (1990)
722,"Atlantic coastal plain phosphate province, Savannah District",United States,Georgia,32.05,-81.083,phosphate rock,Sedimentary,Marine biogenic-chemical sediment - phosphate rock,34d,"Phosphate, warm current type",,British Sulphur Corporation (1964)
723,"Atlantic coastal plain phosphate province, South Florida phosphate district",United States,Florida,27.519,-82.208,phosphate rock,Sedimentary,Marine biogenic-chemical sediment - phosphate rock,34d,"Phosphate, warm current type",,McFaul and others (2000)
724,"Atlantic coastal plain phosphate province, Suwanee River Mine",United States,Florida; Georgia,30.437,-82.777,phosphate rock,Sedimentary,Marine biogenic-chemical sediment - phosphate rock,34d,"Phosphate, warm current type",,Van Kauwenbergh and others (1990)
725,Aurora District,United States,North Carolina,35.5,-76.5,phosphate rock,Sedimentary,Marine biogenic-chemical sediment - phosphate rock,34d,"Phosphate, warm current type",,Griffiths (1995)
726,Lisburne Group,United States,Alaska,68.633,-155.75,phosphate rock,Sedimentary,Marine biogenic-chemical sediment - phosphate rock,,,,Cathcart and others (1984)
727,"Western Phosphate Field, Uinta Mountains, Park City Formation, Vernal",United States,Utah,40.607,-109.491,phosphate rock,Sedimentary,Marine biogenic-chemical sediment - phosphate rock,34c,"Phosphate, upwelling type",,Jasinski (2000)
728,"Atlantic coastal plain phosphate province, Bronson (East Ocala Hard Rock) District",United States,Florida,29.333,-82.5,phosphate rock,Sedimentary,Marine biogenic-chemical sediment - phosphate rock; residual enrichment,34d,"Phosphate, warm current type",,British Sulphur Corporation (1964)
729,"Atlantic coastal plain phosphate province, Ridgeland Basin - Beaufort District",United States,South Carolina,32.583,-80.917,phosphate rock,Sedimentary,Marine biogenic-chemical sediment - phosphate rock; residual enrichment,34d,"Phosphate, warm current type",,British Sulphur Corporation (1964)
730,"Atlantic coastal plain phosphate province, Steinhatchee (N. Ocala Hard Rock) District",United States,Florida,29.9,-83.317,phosphate rock,Sedimentary,Marine biogenic-chemical sediment - phosphate rock; residual enrichment,34d,"Phosphate, warm current type",,Foose (1993)
731,"Western Phosphate Field, Phosphoria Formation, Conda",United States,Idaho,42.728,-111.527,phosphate rock,Sedimentary,Marine biogenic-chemical sediment - phosphate rock; residual enrichment,34c,"Phosphate, upwelling type",,McFaul and others (2000)
732,"Western Phosphate Field, Phosphoria Formation, Deseret Basin - - Laketown",United States,Utah,41.827,-111.29,phosphate rock,Sedimentary,Marine biogenic-chemical sediment - phosphate rock; residual enrichment,34c,"Phosphate, upwelling type",,McFaul and others (2000)
733,"Western Phosphate Field, Phosphoria Formation, Enoch Valley",United States,Idaho,42.881,-111.407,phosphate rock,Sedimentary,Marine biogenic-chemical sediment - phosphate rock; residual enrichment,34c,"Phosphate, upwelling type",,Jasinski (1998); Jasinski (2000)
734,"Western Phosphate Field, Phosphoria Formation, Montana phosphate district",United States,Montana,45.041,-111.957,phosphate rock,Sedimentary,Marine biogenic-chemical sediment - phosphate rock; residual enrichment,34c,"Phosphate, upwelling type",,McFaul and others (2000)
735,"Western Phosphate Field, Phosphoria Formation, Smoky Canyon",United States,Idaho,42.67,-111.13,phosphate rock,Sedimentary,Marine biogenic-chemical sediment - phosphate rock; residual enrichment,34c,"Phosphate, upwelling type",,Jasinski (1998)
736,Amargosa Valley,United States,Nevada,36.45,-116.433,"sepiolite, bentonite, saponite, hectorite",Sedimentary,Altered volcanic ash beds,na,no model,,Harben and Kuè?vart (1996)
737,Hardin district,United States,Wyoming,44.58,-108.17,sodium-bentonite,Sedimentary,Altered volcanic ash beds,28e.1,"Sedimentary bentonite, sodium",,Harben and Kuè?vart (1996)
